epoch,loss,lr
136,1.91785419,0.000232087
137,1.910467903,0.000225489
138,1.919857542,0.000218958
139,1.917573571,0.000212497
140,1.92189161,0.000206107
141,1.898782174,0.00019979
142,1.868034124,0.000193546
143,1.915655255,0.000187379
144,1.892809153,0.000181288
145,1.896294951,0.000175276
146,1.881381551,0.000169344
147,1.878297329,0.000163494
148,1.921007474,0.000157726
149,1.870734056,0.000152044
150,1.941747228,0.000146447
151,1.865526358,0.000140937
152,1.892992139,0.000135516
153,1.895553509,0.000130184
154,1.901000897,0.000124944
155,1.929841399,0.000119797
156,1.930984259,0.000114743
157,1.891962846,0.000109785
158,1.928690791,0.000104922
159,1.941245397,0.000100158
160,1.958381573,9.55E-05
161,1.891913613,9.09E-05
162,1.958321015,8.65E-05
163,1.932421366,8.21E-05
164,1.88768816,7.78E-05
165,1.908813278,7.37E-05
166,1.856517394,6.96E-05
167,1.877232234,6.57E-05
168,1.937104821,6.18E-05
169,1.893656492,5.81E-05
170,1.932100217,5.45E-05
171,1.883264542,5.10E-05
172,1.909468929,4.76E-05
173,1.902188659,4.43E-05
174,1.907987952,4.11E-05
175,1.88271749,3.81E-05
176,1.893031875,3.51E-05
177,1.921066006,3.23E-05
178,1.90963757,2.96E-05
179,1.88495036,2.70E-05
180,1.895481507,2.45E-05
181,1.890360077,2.21E-05
182,1.905261477,1.99E-05
183,1.862995028,1.77E-05
184,1.899398724,1.57E-05
185,1.944368601,1.38E-05
186,1.881731709,1.20E-05
187,1.932671785,1.04E-05
188,1.944540064,8.86E-06
189,1.901610255,7.45E-06
190,1.92358911,6.16E-06
191,1.902869542,4.99E-06
192,1.924763083,3.94E-06
193,1.894175132,3.02E-06
194,1.901019136,2.22E-06
195,1.910369595,1.54E-06
196,1.936227123,9.87E-07
197,1.925503731,5.55E-07
198,1.897294641,2.47E-07
199,1.865299463,6.17E-08
200,1.887929042,0
