epoch,loss,lr
1,3.4836585521698,0.0009999383162408303
2,3.4757325649261475,0.0009997532801828658
3,3.300694227218628,0.0009994449374809851
4,3.2659199237823486,0.0009990133642141358
5,3.1147680282592773,0.000998458666866564
6,3.075531005859375,0.00099778098230154
7,2.975336790084839,0.0009969804777275899
8,2.849090337753296,0.000996057350657239
9,2.8213465213775635,0.0009950118288582787
10,2.7949793338775635,0.0009938441702975688
11,2.798064947128296,0.000992554663077387
12,2.6719257831573486,0.0009911436253643444
13,2.798574924468994,0.0009896114053108828
14,2.665536403656006,0.0009879583809693736
15,2.676274299621582,0.0009861849601988382
16,2.6903111934661865,0.0009842915805643154
17,2.6694955825805664,0.000982278709228899
18,2.5858542919158936,0.0009801468428384714
19,2.5573854446411133,0.0009778965073991648
20,2.6063735485076904,0.0009755282581475766
21,2.58331561088562,0.0009730426794137723
22,2.5521621704101562,0.0009704403844771124
23,2.5337584018707275,0.0009677220154149334
24,2.5316965579986572,0.0009648882429441253
25,2.5182852745056152,0.000961939766255643
26,2.52715802192688,0.0009588773128419901
27,2.509770631790161,0.0009557016383177221
28,2.4743454456329346,0.0009524135262330093
29,2.477943181991577,0.0009490137878803073
30,2.4873814582824707,0.0009455032620941834
31,2.462202548980713,0.0009418828150443463
32,2.485565662384033,0.0009381533400219311
33,2.458759069442749,0.0009343157572190951
34,2.4446680545806885,0.0009303710135019713
35,2.4636549949645996,0.0009263200821770456
36,2.4194812774658203,0.000922163962751007
37,2.39912486076355,0.0009179036806841347
38,2.4213149547576904,0.0009135402871372803
39,2.44439435005188,0.0009090748587125112
40,2.425814151763916,0.0009045084971874732
41,2.4364521503448486,0.0008998423292435448
42,2.3955209255218506,0.0008950775061878447
43,2.410907030105591,0.0008902152036691643
44,2.405050039291382,0.000885256621387894
45,2.437840700149536,0.0008802029828000149
46,2.403822422027588,0.0008750555348152292
47,2.3973755836486816,0.0008698155474893041
48,2.3629562854766846,0.0008644843137107051
49,2.43528151512146,0.0008590631488815939
50,2.3952529430389404,0.0008535533905932731
51,2.351806640625,0.0008479563982961564
52,2.3630988597869873,0.0008422735529643437
53,2.3631632328033447,0.000836506256754886
54,2.3617515563964844,0.0008306559326618253
55,2.316293239593506,0.0008247240241650912
56,2.3543879985809326,0.0008187119948743442
57,2.373488426208496,0.000812621328167852
58,2.3597757816314697,0.0008064535268264877
59,2.3355002403259277,0.0008002101126629415
60,2.3430657386779785,0.000793892626146236
61,2.323643445968628,0.0007875026260216388
62,2.321378469467163,0.0007810416889260649
63,2.340034008026123,0.0007745114089990654
64,2.3490495681762695,0.0007679133974894978
65,2.3162081241607666,0.0007612492823579739
66,2.343733549118042,0.0007545207078751852
67,2.3129796981811523,0.0007477293342162034
68,2.3797004222869873,0.0007408768370508571
69,2.3381845951080322,0.0007339649071302863
70,2.325723886489868,0.0007269952498697729
71,2.331373691558838,0.000719969584927957
72,2.3265292644500732,0.0007128896457825358
73,2.307227373123169,0.0007057571793025539
74,2.322275161743164,0.0006985739453173898
75,2.307131290435791,0.0006913417161825444
76,2.335222005844116,0.0006840622763423385
77,2.284799575805664,0.000676737421889628
78,2.322195291519165,0.0006693689601226452
79,2.282559633255005,0.0006619587090990741
80,2.343701124191284,0.0006545084971874731
81,2.307631731033325,0.0006470201626161514
82,2.3085532188415527,0.0006394955530196142
83,2.311582565307617,0.0006319365249826858
84,2.2943432331085205,0.0006243449435824268
85,2.3188154697418213,0.0006167226819279523
86,2.2936506271362305,0.0006090716206982709
87,2.279526710510254,0.0006013936476782558
88,2.304091215133667,0.000593690657292862
89,2.2923967838287354,0.0005859645501397043
90,2.2893331050872803,0.000578217232520115
91,2.3034398555755615,0.000570450615968791
92,2.3179266452789307,0.0005626666167821518
93,2.2710983753204346,0.0005548671555455222
94,2.281816005706787,0.0005470541566592567
95,2.2902934551239014,0.000539229547863922
96,2.313091516494751,0.0005313952597646562
97,2.2919561862945557,0.0005235532253548208
98,2.2600133419036865,0.0005157053795390637
99,2.3145358562469482,0.0005078536586559099
100,2.3009417057037354,0.0004999999999999996
101,2.272372007369995,0.0004921463413440893
102,2.278956174850464,0.0004842946204609354
103,2.2722325325012207,0.00047644677464517824
104,2.3007102012634277,0.00046860474023534287
105,2.2573935985565186,0.00046077045213607716
106,2.256301164627075,0.0004529458433407424
107,2.2709195613861084,0.000445132844454477
108,2.312425374984741,0.0004373333832178475
109,2.2742154598236084,0.0004295493840312084
110,2.288163423538208,0.0004217827674798842
111,2.26208758354187,0.00041403544986029484
112,2.263873815536499,0.0004063093427071374
113,2.269909143447876,0.00039860635232174353
114,2.2714948654174805,0.0003909283793017286
115,2.2546043395996094,0.000383277318072047
116,2.2551589012145996,0.00037565505641757235
117,2.2613799571990967,0.0003680634750173133
118,2.274503231048584,0.00036050444698038515
119,2.269202947616577,0.0003529798373838478
120,2.2573394775390625,0.0003454915028125262
121,2.2636756896972656,0.00033804129090092506
122,2.290792942047119,0.0003306310398773541
123,2.250328779220581,0.00032326257811037126
124,2.2539608478546143,0.0003159377236576609
125,2.2534842491149902,0.000308658283817455
126,2.2514302730560303,0.0003014260546826094
127,2.24379563331604,0.0002942428206974454
128,2.2526886463165283,0.00028711035421746345
129,2.2623894214630127,0.0002800304150720422
130,2.288809061050415,0.0002730047501302264
131,2.2734017372131348,0.0002660350928697132
132,2.244014263153076,0.0002591231629491421
133,2.2504231929779053,0.00025227066578379596
134,2.2558629512786865,0.0002454792921248141
135,2.300762891769409,0.00023875071764202534
136,2.244769334793091,0.0002320866025105013
137,2.2534966468811035,0.0002254885910009338
138,2.2922403812408447,0.0002189583110739344
139,2.270608901977539,0.00021249737397836048
140,2.246793746948242,0.00020610737385376327
141,2.274582862854004,0.00019978988733705783
142,2.2425010204315186,0.00019354647317351147
143,2.2767174243927,0.00018737867183214719
144,2.3002281188964844,0.0001812880051256549
145,2.2618143558502197,0.00017527597583490801
146,2.240933656692505,0.00016934406733817395
147,2.2644002437591553,0.0001634937432451131
148,2.255399703979492,0.00015772644703565544
149,2.271998882293701,0.00015204360170384266
150,2.223475456237793,0.0001464466094067261
151,2.264676809310913,0.00014093685111840547
152,2.224066972732544,0.00013551568628929414
153,2.2716224193573,0.00013018445251069497
154,2.251009464263916,0.0001249444651847701
155,2.242140531539917,0.00011979701719998438
156,2.253959894180298,0.00011474337861210527
157,2.2527427673339844,0.00010978479633083506
158,2.2214744091033936,0.00010492249381215464
159,2.2699131965637207,0.00010015767075645462
160,2.237125873565674,9.549150281252619e-05
161,2.221848487854004,9.092514128748822e-05
162,2.24527907371521,8.645971286271907e-05
163,2.2612175941467285,8.209631931586485e-05
164,2.2649805545806885,7.783603724899246e-05
165,2.315462112426758,7.367991782295392e-05
166,2.3063929080963135,6.962898649802802e-05
167,2.250481367111206,6.568424278090424e-05
168,2.2563860416412354,6.184665997806812e-05
169,2.272970199584961,5.811718495565318e-05
170,2.2504818439483643,5.449673790581603e-05
171,2.2478551864624023,5.098621211969216e-05
172,2.2486283779144287,4.7586473766990253e-05
173,2.256085157394409,4.4298361682277405e-05
174,2.251737117767334,4.1122687158009486e-05
175,2.264885425567627,3.8060233744356686e-05
176,2.2351181507110596,3.511175705587427e-05
177,2.300006628036499,3.2277984585066264e-05
178,2.2848000526428223,2.955961552288723e-05
179,2.2549877166748047,2.6957320586227313e-05
180,2.25171160697937,2.44717418524232e-05
181,2.2402288913726807,2.210349260083491e-05
182,2.246864080429077,1.9853157161528496e-05
183,2.233185052871704,1.7721290771100992e-05
184,2.266098737716675,1.5708419435684497e-05
185,2.2448928356170654,1.3815039801161704e-05
186,2.261045217514038,1.2041619030626323e-05
187,2.255963087081909,1.0388594689117057e-05
188,2.237534523010254,8.856374635655629e-06
189,2.262742042541504,7.445336922613057e-06
190,2.248931646347046,6.155829702431163e-06
191,2.2708868980407715,4.988171141721226e-06
192,2.2642970085144043,3.942649342761113e-06
193,2.2452445030212402,3.0195222724101985e-06
194,2.2906603813171387,2.219017698459999e-06
195,2.2568109035491943,1.5413331334360161e-06
196,2.281050205230713,9.866357858642194e-07
197,2.247551918029785,5.550625190150475e-07
198,2.245596408843994,2.4671981713419966e-07
199,2.249753952026367,6.168375916970607e-08
200,2.261212110519409,0.0
