epoch,loss,lr
1,3.51291823387146,0.0009999383162408303
2,3.4301156997680664,0.0009997532801828658
3,3.372020959854126,0.0009994449374809851
4,3.259350061416626,0.0009990133642141358
5,3.2066168785095215,0.000998458666866564
6,3.144671678543091,0.00099778098230154
7,3.0449302196502686,0.0009969804777275899
8,2.9439139366149902,0.000996057350657239
9,2.8423070907592773,0.0009950118288582787
10,2.9459433555603027,0.0009938441702975688
11,2.7899491786956787,0.000992554663077387
12,2.7502763271331787,0.0009911436253643444
13,2.7071645259857178,0.0009896114053108828
14,2.7336580753326416,0.0009879583809693736
15,2.6773574352264404,0.0009861849601988382
16,2.6869165897369385,0.0009842915805643154
17,2.6711840629577637,0.000982278709228899
18,2.6381306648254395,0.0009801468428384714
19,2.610905408859253,0.0009778965073991648
20,2.5805633068084717,0.0009755282581475766
21,2.6160390377044678,0.0009730426794137723
22,2.5674986839294434,0.0009704403844771124
23,2.579916477203369,0.0009677220154149334
24,2.5176632404327393,0.0009648882429441253
25,2.5481786727905273,0.000961939766255643
26,2.5612659454345703,0.0009588773128419901
27,2.5325095653533936,0.0009557016383177221
28,2.4955146312713623,0.0009524135262330093
29,2.534729242324829,0.0009490137878803073
30,2.53021502494812,0.0009455032620941834
31,2.474470615386963,0.0009418828150443463
32,2.4884073734283447,0.0009381533400219311
33,2.4737372398376465,0.0009343157572190951
34,2.4834372997283936,0.0009303710135019713
35,2.4876277446746826,0.0009263200821770456
36,2.439600944519043,0.000922163962751007
37,2.4843480587005615,0.0009179036806841347
38,2.4243712425231934,0.0009135402871372803
39,2.4521427154541016,0.0009090748587125112
40,2.4523327350616455,0.0009045084971874732
41,2.4140796661376953,0.0008998423292435448
42,2.4421160221099854,0.0008950775061878447
43,2.4043216705322266,0.0008902152036691643
44,2.430014133453369,0.000885256621387894
45,2.4142813682556152,0.0008802029828000149
46,2.4280385971069336,0.0008750555348152292
47,2.4341940879821777,0.0008698155474893041
48,2.3923237323760986,0.0008644843137107051
49,2.395378828048706,0.0008590631488815939
50,2.3986198902130127,0.0008535533905932731
51,2.3857266902923584,0.0008479563982961564
52,2.3593857288360596,0.0008422735529643437
53,2.38516902923584,0.000836506256754886
54,2.406759262084961,0.0008306559326618253
55,2.3678650856018066,0.0008247240241650912
56,2.3695130348205566,0.0008187119948743442
57,2.3951051235198975,0.000812621328167852
58,2.368337631225586,0.0008064535268264877
59,2.355694055557251,0.0008002101126629415
60,2.3766448497772217,0.000793892626146236
61,2.37980580329895,0.0007875026260216388
62,2.4005541801452637,0.0007810416889260649
63,2.3991751670837402,0.0007745114089990654
64,2.385066032409668,0.0007679133974894978
65,2.3589186668395996,0.0007612492823579739
66,2.3702428340911865,0.0007545207078751852
